,MSSV,NamSinh,GioiTinh,NoiSinh,Lopsh,Khoa,Hedt,KhoaHoc,ChuyenNganh2,TinhTrang,DiaChi_TinhTP
138,479E77A5XPvAibaEXe/PGAaNNWvbUNSidEr/n3m6,1995.0,1.0, Đăk Lăk, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Đắk Lắk
139,8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,1995.0,1.0, Đồng Nai, ANTT2013, MMT&TT, CQUI,8.0, D480201,5.0, Tỉnh Bình Dương
140,5B6EEE16XPvAibaEXe/PGAaNNWvbUKB+697ALtA7,1995.0,1.0, Quảng Bình, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Tỉnh Quảng Bình
141,4BF55C16XPvAibaEXe/PGAaNNWvbULYXtWNJnzcF,1994.0,1.0, Quảng Bình, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Lâm Đồng
142,D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,1995.0,1.0, Tp Hồ Chí Minh, TMĐT2013, HTTT, CQUI,8.0, D52480104,3.0, Thành phố Hồ Chí Minh
143,A0E35B97XPvAibaEXe/PGAaNNWvbUGQEBTzIPKBn,1994.0,1.0, Khánh Hoà, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Khánh Hoà
144,5E0FC4EBXPvAibaEXe/PGAaNNWvbUCzKilEFlh7i,1994.0,1.0, Đắc Nông, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Tỉnh Đắk Nông
145,2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,1995.0,1.0, Quảng Ngãi, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Bình Phước
146,8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Thành phố Hồ Chí Minh
147,D06A6062XPvAibaEXe+lo6eJkHWaQfW61NRig7M4,1995.0,1.0, Bến Tre, CNTT2013, KTTT, CQUI,8.0, D480201,5.0, Huyện Thạnh Phú
148,8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw,1995.0,1.0, TP. Hồ Chí Minh, PMCL2013, CNPM, CLC,8.0, D480103,3.0, Thành phố Hồ Chí Minh
149,553F83D0XPvAibaEXe+lo6eJkHWaQXmbzaKicEyV,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Thành phố Hồ Chí Minh
150,4D3A7564XPvAibaEXe+lo6eJkHWaQXS675WWbm48,1995.0,1.0, Đồng Tháp, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Xã Mỹ Tân
151,51BD86DFXPvAibaEXe+lo6eJkHWaQbDd3aiNSKaR,1995.0,1.0, Đồng Nai, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Huyện Xuyên Mộc
152,C83A25DCXPvAibaEXe9X5bpEKoa0mpWrB2A9Cxkr,1995.0,1.0, Đắc Nông, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Đắk Nông
153,A2A984F7XPvAibaEXe9X5bpEKoa0mp7uV1IrtAed,1995.0,1.0, An Giang, MMTT0001, MMT&TT, CQUI,8.0, D480299,3.0, Tỉnh An Giang
154,91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE,1995.0,1.0, TP. Hồ Chí Minh, CTTT2013, HTTT, CTTT,8.0, D480104,3.0, Thành phố Hồ Chí Minh
155,0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,1995.0,1.0, TP. Hồ Chí Minh, PMCL2013, CNPM, CLC,8.0, D480103,3.0, Thành phố Hồ Chí Minh
156,85FA5549XPvAibaEXe9X5bpEKoa0msFO9rQKADMb,1995.0,0.0, Bình Dương, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Bình Dương
157,5032DD33XPvAibaEXe9X5bpEKoa0mil88XvSiR4r,1995.0,0.0, Quảng Bình, TMĐT2013, HTTT, CQUI,8.0, D52480104,3.0, Tỉnh Quảng Bình
158,49DAAF86XPvAibaEXe9X5bpEKoa0mvcHmZ6rxBHe,1995.0,0.0, Quảng Ngãi, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Tình Quảng Ngãi
159,9A277123XPvAibaEXe9X5bpEKoa0mmVF3uzIq5Oi,1995.0,1.0, Bình Thuận, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Tỉnh Bình Thuận
160,DA4648BAXPvAibaEXe8CKeIX0ksEeHU30caAK2WT,1995.0,1.0, Tiền Giang, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Bến Tre
161,4BBC8929XPvAibaEXe8CKeIX0ksEeC2D6tQZpWFy,1995.0,0.0, An Giang, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Huyện Châu Phú
162,0DF7E48FXPvAibaEXe8CKeIX0ksEeL2w5FD8Xm6m,1995.0,0.0, Khánh Hòa, HTTT0001, HTTT, CQUI,8.0, D480104,3.0, Huyện Diên Khánh
163,0D5F945EXPvAibaEXe8CKeIX0ksEeMKbwIdrC9sO,1995.0,0.0, Long An, CNTT2013, KTTT, CQUI,8.0, D480201,3.0, Huyện Bến Lức
164,93A9CF9CXPvAibaEXe8CKeIX0ksEeBrXPslhxsvc,1995.0,1.0, Quảng Ngãi, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Quảng Ngãi
165,E4B6DF8FXPvAibaEXe8CKeIX0ksEeOVNfnmEXxAN,1995.0,1.0, Gia Lai, HTTT0001, HTTT, CQUI,8.0, D480104,3.0, Tỉnh Gia Lai
166,1AD297DDXPvAibaEXe8CKeIX0ksEeAeGfbwnr/en,1994.0,1.0, Thanh Hóa, KHMT0001, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Bình Dương
167,6ECC84E3XPvAibaEXe80gGmWuNekTx6pALIDxBTb,1995.0,1.0, Khánh Hoà, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Khánh Hoà
168,D3602269XPvAibaEXe80gGmWuNekT3Wj11uigulq,1995.0,1.0, Đồng Nai, HTTT0001, HTTT, CQUI,8.0, D480104,8.0, Phường Long Bình
169,302C659FXPvAibaEXe80gGmWuNekT9HQE57P7S6C,1995.0,1.0, Tiền Giang, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Thị xã Gò Công
170,9060AE5FXPvAibaEXe80gGmWuNekT7ow9cjIQrPL,1995.0,1.0, Đồng Nai, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Tình Đồng Nai
171,741BAEACXPvAibaEXe80gGmWuNekT1wC4lREx8CX,1995.0,1.0, Đồng Nai, CNTT2013, KTTT, CQUI,8.0, D480201,3.0, Thành phố Biên Hòa
172,3509A991XPvAibaEXe80gGmWuNekT+evWuZt6lQJ,1995.0,1.0, Lâm Đồng, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Tỉnh Lâm Đồng
173,11F38B68XPvAibaEXe80gGmWuNekT2/+0d+ftnaD,1995.0,1.0, Thành phố Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Thành phố Hồ Chí Minh
174,740BF475XPvAibaEXe80gGmWuNekT0DMGoGib8Ko,1994.0,1.0, Bình Thuận, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Đắk Lắk
175,46187904XPvAibaEXe80gGmWuNekT+rbNOzGEoBh,1995.0,1.0, An Giang, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Tỉnh Đồng Tháp
176,8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6,1995.0,1.0, Quảng Nam, KTPM0001, CNPM, CQUI,8.0, D480103,5.0, Tỉnh Quảng Nam
177,CB86CEE4XPvAibaEXe83EtiN4MI2njAKlLHQPQif,1995.0,0.0, Bình Định, MMTT0001, MMT&TT, CQUI,8.0, D480299,3.0, Tỉnh Bình Định
178,6D3A87A7XPvAibaEXe83EtiN4MI2nuc2Ln7/pp+p,1995.0,1.0, Thanh Hóa, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Thanh Hóa
179,3CB24347XPvAibaEXe83EtiN4MI2ntso94rp+aT8,1995.0,1.0, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Thành phố Hồ Chí Minh
180,314A9EFDXPvAibaEXe83EtiN4MI2ntxuuYLz7OKp,1995.0,1.0, Thành phố Hồ Chí Minh, HTTT0001, HTTT, CQUI,8.0, D52480104,3.0, Thành phố Hồ Chí Minh
181,CEC75FD2XPvAibaEXe83EtiN4MI2nirXiNqj+z66,1995.0,1.0, Quảng Ngãi, KHMT0001, KHMT, CQUI,8.0, D480101,4.0, Tỉnh Quảng Ngãi
182,E05F2DEAXPvAibaEXe83EtiN4MI2nrg4ZhF61JN+,1995.0,1.0, Bà Rịa - Vũng Tàu, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Bà Rịa - Vũng Tàu
183,694330BCXPvAibaEXe83EtiN4MI2ngvW488wCP/k,1995.0,1.0, Quảng Ngãi, CNTT0001, KTTT, CQUI,8.0, D480201,3.0, Tình Quảng Ngãi
184,03B1BF87XPvAibaEXe83EtiN4MI2ns5qclkPljKC,1995.0,1.0, Bình Định, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Bình Định
185,6920B9AAXPvAibaEXe83EtiN4MI2ns6NZhlUAIhE,1995.0,1.0, Gia Lai, MMTT0001, MMT&TT, KSTN,8.0, D480299,3.0, Tỉnh Gia Lai
186,AB1F6AA8XPvAibaEXe83EtiN4MI2nszto21zu7z9,1995.0,1.0, Quảng Ngãi, HTTT0001, HTTT, CQUI,8.0, D52480104,3.0, Tỉnh Quảng Ngãi
187,73FCD503XPvAibaEXe/YKAlYnC3m942m9zzkluOD,1995.0,1.0, Khánh Hoà, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Khánh Hoà
188,B8B283D5XPvAibaEXe/YKAlYnC3m91sqM4cV+tQd,1995.0,1.0, Khánh Hoà, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Khánh Hoà
189,2F237AA9XPvAibaEXe/YKAlYnC3m967dOM4WK2IJ,1995.0,1.0, Bình Dương, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Tỉnh Bình Dương
190,F309234EXPvAibaEXe/YKAlYnC3m9+IBO6iZJ0Cn,1995.0,1.0, Bình Dương, KHTN2013, KHMT, CNTN,8.0, D480101,3.0, Tỉnh Bình Dương
191,81D2AB1FXPvAibaEXe/YKAlYnC3m9ztTf89k7OWJ,1995.0,1.0, Long An, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Long An
192,5792EF1AXPvAibaEXe/YKAlYnC3m90v7yzvt+OYP,1995.0,1.0, Bình Thuận, TMĐT2013, HTTT, CQUI,8.0, D52480104,3.0, Tỉnh Bình Thuận
193,001BB05EXPvAibaEXe/YKAlYnC3m92BzM+VhZyc0,1995.0,1.0, Khánh Hoà, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Khánh Hòa
194,4283E94DXPvAibaEXe/YKAlYnC3m95G1fYL7q9dG,1994.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Thành phố Hồ Chí Minh
195,2D469F82XPvAibaEXe/YKAlYnC3m9yAnVuerKywR,1995.0,1.0, Đồng Nai, KTMT0001, KTMT, CQUI,8.0, D520214,8.0, Tỉnh Đồng Nai
196,85C41091XPvAibaEXe9iKIRwqei6/E3o02jlnmLt,1991.0,1.0, Quảng Ngãi, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tình Quảng Ngãi
197,29DAC8E5XPvAibaEXe9iKIRwqei6/AabAAzMbpha,1995.0,1.0, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,8.0, D480101,3.0, Quận Thủ Đức
198,42A0A8EEXPvAibaEXe9iKIRwqei6/H1ClHJwaL6I,1995.0,1.0, Bến Tre, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Huyện Chợ Lách
199,C64D90E5XPvAibaEXe9iKIRwqei6/FXZkk7l9+S5,1995.0,1.0, Long An, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Long An
200,C4EF60B5XPvAibaEXe9iKIRwqei6/NTXytYp5Ig8,1995.0,1.0, Đồng Nai, ANTT2013, MMT&TT, CQUI,8.0, D480201,5.0, Thị xã Dĩ An
201,08BC841DXPvAibaEXe9iKIRwqei6/L0WWlLQs16x,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Thành phố Hồ Chí Minh
202,6AEF2EC0XPvAibaEXe86736b6Ol+/EwtIJHvLVRJ,1995.0,1.0, TP. Hồ Chí Minh, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Thành phố Hồ Chí Minh
203,F99CE6DEXPvAibaEXe86736b6Ol+/O3ZQU1AW1/C,1995.0,1.0, Tiền Giang, HTTT2013, HTTT, CQUI,8.0, D480104,3.0, Huyện Chợ Gạo
204,E934BCD3XPvAibaEXe86736b6Ol+/MLJ5vOrqV8U,1994.0,1.0, Thái Bình, KHMT0001, KHMT, CQUI,8.0, D480101,5.0, Tân Định
205,7259E977XPvAibaEXe86736b6Ol+/PreEMY8ftS4,1995.0,1.0, TP. Hồ Chí Minh, CTTT2013, HTTT, CTTT,8.0, D480104,3.0, Thành phố Hồ Chí Minh
206,A7930FD4XPvAibaEXe86736b6Ol+/NWYAIVhPTcM,1995.0,1.0, Bình Thuận, CNTT2013, KTTT, CQUI,8.0, D480201,5.0, Huyện Hàm Thuận Bắc
207,33F840BEXPvAibaEXe86736b6Ol+/H7P3cx/tka4,1995.0,1.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Quận Thủ Đức
208,7B2E75BDXPvAibaEXe86736b6Ol+/BCzp68OCKKb,1995.0,1.0, Kiên Giang, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Huyện Tân Hiệp
209,678A7E53XPvAibaEXe86736b6Ol+/Jgt4POkxWzn,1995.0,1.0, Bình Phước, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Bình Phước
210,6F75613CXPvAibaEXe8/3iNqySORbxrmFjIeDct7,1995.0,1.0, Đồng Tháp, ANTN2013, MMT&TT, KSTN,8.0, D480299,3.0, Huyện Chợ Mới
211,5A122A3DXPvAibaEXe8/3iNqySORby1yTn00kxsc,1995.0,1.0, Hà Tĩnh, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Tỉnh Hà Tĩnh
212,2156DAC0XPvAibaEXe8/3iNqySORb4spM8jAM1aj,1994.0,1.0, Gia Lai, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Tỉnh Quảng Nam
213,11D7FBB7XPvAibaEXe8/3iNqySORby7kyf2IzNeI,1995.0,1.0, Tiền Giang, KTMT0001, KTMT, CQUI,8.0, D520214,8.0, Tỉnh Tiền Giang
214,9B47D5AEXPvAibaEXe8/3iNqySORb2yc7gdXyezc,1995.0,1.0, Đồng Nai, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Tình Đồng Nai
215,FFDFD671XPvAibaEXe8/3iNqySORb8gPuwsQ8fwa,1986.0,1.0, Hà Sơn Bình, CTTT2013, HTTT, CTTT,8.0, D480104,5.0, Phường Phước Long B
216,E5E0D43FXPvAibaEXe8/3iNqySORb3L2iR3l7H2W,1995.0,1.0, TP. Hồ Chí Minh, CNTT2013, KTTT, CQUI,8.0, D480201,5.0, Thành phố Hồ Chí Minh
217,1D719539XPvAibaEXe8/3iNqySORb0aV1QVzGOA5,1994.0,1.0, Đồng Nai, KTPM0001, CNPM, CLC,8.0, D480103,3.0, Huyện Trảng Bom
218,1A43FBA2XPvAibaEXe9lF2o7VejWNgmxmYTmCfqU,1995.0,1.0, Kon Tum, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Huyện Đắk Hà
219,C02BE079XPvAibaEXe9lF2o7VejWNqKPnWIO0VRS,1995.0,1.0, Lâm Đồng, KTMT0001, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Lâm Đồng
220,6941EDCFXPvAibaEXe9lF2o7VejWNigZWDBEXchf,1995.0,1.0, Đồng Nai, KHMT0001, KHMT, CQUI,8.0, D480101,5.0, Tình Đồng Nai
221,3622E58BXPvAibaEXe9lF2o7VejWNjkH+xdoXpbr,1995.0,1.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8.0, D520214,5.0, Thành phố Hồ Chí Minh
222,603115A9XPvAibaEXe9lF2o7VejWNmxlsu7sojKq,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Quận Thủ Đức
223,A5889011XPvAibaEXe9lF2o7VejWNht67pu11G7v,1995.0,1.0, Tây Ninh, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Huyện Dương Minh Châu
224,B4DF0E0BXPvAibaEXe9lF2o7VejWNjZnP3XERPYN,1995.0,1.0, Bà Rịa - Vũng Tàu, KTMT0001, KTMT, CQUI,8.0, D520214,5.0, Tỉnh Đắk Nông
225,17946C80XPvAibaEXe9lF2o7VejWNoJR7PTzcZwM,1994.0,1.0, Đà Nẵng, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Thành phố Đà Nẵng
226,A27E2507XPvAibaEXe+yU1j0ocViqQmevvgfIZi+,1995.0,1.0, TP. Hồ Chí Minh, HTTT2013, HTTT, CQUI,8.0, D480104,5.0, Thành phố Hồ Chí Minh
227,61886879XPvAibaEXe+yU1j0ocViqfTUK2EbVhjZ,1995.0,1.0, Đồng Nai, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Tỉnh Đồng Nai
228,DEA3783EXPvAibaEXe+yU1j0ocViqZOr0fWYBAOj,1995.0,1.0, Đồng Nai, HTTT0001, HTTT, CTTT,8.0, D480104,3.0, Huyện Xuân Lộc
229,CAF1C679XPvAibaEXe+yU1j0ocViqc3aOVuIyn2Y,1995.0,1.0, Khánh Hoà, KTMT2013, KTMT, CQUI,8.0, D520214,3.0, Tỉnh Khánh Hoà
230,9E398853XPvAibaEXe+yU1j0ocViqeu3f7/HMvAo,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Thành phố Hồ Chí Minh
231,F94DE2CDXPvAibaEXe+yU1j0ocViqVVrG08BKChW,1995.0,1.0, Quảng Ngãi, CNTT0001, KTTT, CQUI,8.0, D480201,5.0, Huyện Đức Phổ
232,FA254441XPvAibaEXe+yU1j0ocViqeDyPSpZ8AwW,1995.0,1.0, Đồng Nai, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Huyện Nhơn Trạch
233,EB87A112XPvAibaEXe+yU1j0ocViqSbXKj24nkqQ,1995.0,1.0, Ninh Bình, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Thành phố Biên Hoà
234,A4EEB45EXPvAibaEXe+wmtNhlfgIwjN3iuw7Uj8E,1995.0,1.0, An Giang, KTMT0001, KTMT, CQUI,8.0, D520214,8.0, Tỉnh An Giang
235,02C4644FXPvAibaEXe+wmtNhlfgIwhu0VSXU3tYN,1995.0,1.0, Quảng Bình, CNTT2013, KTTT, CQUI,8.0, D480201,3.0, Huyện Quảng Ninh
236,B3A50C98XPvAibaEXe+wmtNhlfgIwn75T0yboEDj,1995.0,1.0, An Giang, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Huyện Chợ Mới
237,EAFB8611XPvAibaEXe+wmtNhlfgIwhUtxuTJu+OP,1995.0,1.0, Ninh Thuận, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Ninh Thuận
238,EAD40691XPvAibaEXe+wmtNhlfgIwtb87cTjmzYb,1995.0,1.0, Bà Rịa - Vũng Tàu, ANTT2013, MMT&TT, CQUI,8.0, D480201,5.0, Thành phố Hồ Chí Minh
239,6B2F14CCXPvAibaEXe+wmtNhlfgIwsa71h+ulLl3,1995.0,1.0, Long An, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Quận 12
240,66B24040XPvAibaEXe+wmtNhlfgIwn9iSiemRgPv,1995.0,1.0, Ninh Thuận, HTTT0001, HTTT, CQUI,8.0, D480104,3.0, Tỉnh Ninh Thuận
241,08890FF6XPvAibaEXe+wmtNhlfgIwlWvQAJnsgPn,1995.0,1.0, TP. Hồ Chí Minh, CTTT2013, HTTT, CTTT,8.0, D480104,5.0, Thành phố Hồ Chí Minh
242,177E1625XPvAibaEXe+wmtNhlfgIwqLKPQJCRQi5,1994.0,1.0, Đăk Lăk, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Tỉnh Đắk Lắk
243,2974F9D5XPvAibaEXe+lwq621ApacRtRVVgBsUrf,1995.0,0.0, Đồng Tháp, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Huyện Lấp Vò
244,920A152EXPvAibaEXe+lwq621ApacfvQPvb0aqXR,1995.0,1.0, Sông Bé, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Huyện Dầu Tiếng
245,12A9523FXPvAibaEXe+lwq621ApacfioDy2WOjEt,1995.0,0.0, Trà Vinh, TMĐT2013, HTTT, CQUI,8.0, D52480104,3.0, Thành phố Trà Vinh
246,E62A53DEXPvAibaEXe+lwq621ApacbErJD/pd6me,1994.0,1.0, Cà Mau, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Cà Mau
247,2FB67786XPvAibaEXe+lwq621ApaceLppHx2sj6r,1995.0,1.0, Gia Lai, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Gia Lai
248,C34827C5XPvAibaEXe+lwq621ApacYn/G0L78IR9,1995.0,1.0, Bình Định, KTPM2013, CNPM, CQUI,8.0, D480103,5.0, Tỉnh Bình Định
249,0FC485B7XPvAibaEXe+lwq621ApacWNSIxSrdxsm,1995.0,1.0, Bình Định, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Bình Định
250,B3134F24XPvAibaEXe+lwq621ApacZLQAtrpniF4,1995.0,1.0, Bình Định, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Bình Định
251,45213E72XPvAibaEXe/lOccskaOiO/d9phcRuPc/,1995.0,1.0, Bà Rịa - Vũng Tàu, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Xã Minh Thạnh
252,132730F3XPvAibaEXe/lOccskaOiO3EUCDXCyg9F,1995.0,1.0, Lâm Đồng, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Huyện Di Linh
253,A7480F67XPvAibaEXe/lOccskaOiO75Myb5P3LDQ,1995.0,1.0, Đăk Lăk, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Đắk Lắk
254,F751BE36XPvAibaEXe/lOccskaOiO+4LaUqrFAPR,1995.0,1.0, Thành phố Hồ Chí Minh, KHMT0001, KHMT, CQUI,8.0, D480101,8.0, Thành phố Hồ Chí Minh
255,C06D6804XPvAibaEXe/lOccskaOiOzn1wuEhQE1s,1995.0,1.0, TP. Hồ Chí Minh, CNTT2013, KTTT, CQUI,8.0, D480201,3.0, Thành phố Hồ Chí Minh
256,0EA8D3D2XPvAibaEXe/lOccskaOiOzxORymghVIL,1995.0,1.0, Vĩnh Long, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, xã Hựu Thành
257,979A928AXPvAibaEXe/lOccskaOiO+maJG9wgnrj,1995.0,1.0, Quảng Trị, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Quảng Trị
258,9FDA2448XPvAibaEXe/lOccskaOiO4PC+M4AnVN4,1995.0,0.0, Quảng Nam, HTTT2013, HTTT, CQUI,8.0, D480104,5.0, Tỉnh Quảng Nam
259,7A7166DAXPvAibaEXe83V/kFvw2bBZ0o/KVHZc30,1995.0,0.0, Hải Hưng, KHMT2013, KHMT, CQUI,8.0, D480101,3.0, Tỉnh Kon Tum
260,29046716XPvAibaEXe83V/kFvw2bBR3WiVsBjF7n,1995.0,0.0, Sông Bé, ANTT2013, MMT&TT, CQUI,8.0, D480299,3.0, Huyện Phú Giáo
261,741A5568XPvAibaEXe83V/kFvw2bBX1pd9YZoFG+,1995.0,0.0, Lâm Đồng, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Lâm Đồng
262,2049E34DXPvAibaEXe83V/kFvw2bBSM6MmPn3kn9,1995.0,0.0, Hưng Yên, CNTT0001, KTTT, CQUI,8.0, D480201,8.0, Huyện Krông Năng
263,B646C3C8XPvAibaEXe83V/kFvw2bBVmhVT6fEz4k,1995.0,0.0, Lâm Đồng, CNTT2013, KTTT, CQUI,8.0, D480201,3.0, Tỉnh Lâm Đồng
264,27C73C4CXPvAibaEXe83V/kFvw2bBek/NsGNfC2g,1994.0,1.0, Hà Tây, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Đắk Nông
265,80790C23XPvAibaEXe83V/kFvw2bBdHxAZUKwYd8,1995.0,1.0, Đồng Tháp, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Tỉnh Đồng Tháp
266,9CAF3CDBXPvAibaEXe83V/kFvw2bBf/iNPsMd2JY,1995.0,1.0, Bà Rịa - Vũng Tàu, KTPM0001, CNPM, CQUI,8.0, D480103,3.0, Huyện Long Điền
267,CAB6D6ADXPvAibaEXe+1j/AqdkpM27NZKKMnxryy,1995.0,0.0, Quảng Nam, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Quảng Nam
268,E95E7C6DXPvAibaEXe+1j/AqdkpM22DHf6P99fDJ,1994.0,1.0, Đồng Tháp, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Đồng Tháp
269,2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8.0, D480102,3.0, Xã Tân An Hội
270,50F45E0FXPvAibaEXe+1j/AqdkpM28+W/hgGnHN2,1995.0,1.0, Bình Thuận, KTPM2013, CNPM, CQUI,8.0, D480103,3.0, Tỉnh Bình Thuận
271,A09F2752XPvAibaEXe+1j/AqdkpM215N3VvHdQ2X,1995.0,1.0, Bến Tre, KTPM0001, CNPM, CQUI,8.0, D480103,8.0, Huyện Giồng Trôm
272,A92E401AXPvAibaEXe+1j/AqdkpM23n3Jq7Am/Ra,1995.0,1.0, Bà Rịa - Vũng Tàu, MMTT2013, MMT&TT, CQUI,8.0, D480102,5.0, Tỉnh Bà Rịa - Vũng Tàu
273,42EB4A9DXPvAibaEXe+1j/AqdkpM28LNL/Yx0GV5,1995.0,1.0, Bình Định, KHMT2013, KHMT, CQUI,8.0, D480101,5.0, Huyện Hoài Nhơn
274,7420F19FXPvAibaEXe+1j/AqdkpM27otdGZsa+uT,1994.0,1.0, Thành phố Cần Thơ, KTPM0001, CNPM, CLC,8.0, D480103,5.0, Thành phố Cần Thơ
275,632326BEXPvAibaEXe+1j/AqdkpM23xs0ljO7eLx,1994.0,0.0, Đồng Tháp, MMTT0001, MMT&TT, CQUI,8.0, D480102,3.0, Tỉnh Đồng Tháp
276,781B05EDXPvAibaEXe+1j/AqdkpM28LyBjvxL6Wn,1995.0,1.0, Long An, PMCL2013, CNPM, CLC,8.0, D480103,5.0, Tỉnh Long An
